thickness,Umach,AOA,RE,Cl,Cdt,Cdp,Cdf,Cm
10,0.05,5.0,0.2E+06,0.521985417922219,1.481808692201290E-002,5.337141747988827E-003,9.480945174024076E-003,-4.673877504372904E-003
10,0.05,5.5,0.2E+06,0.572294647662021,1.532856426336589E-002,6.041257221379742E-003,9.287307041986145E-003,-5.298102867846866E-003
10,0.05,6.0,0.2E+06,0.621953013719988,1.591534545490778E-002,6.842564953450626E-003,9.072780501457160E-003,-5.972488340222511E-003
10,0.05,6.5,0.2E+06,0.670864329340882,1.658652224498881E-002,7.749495950389582E-003,8.837026294599228E-003,-6.700214469617286E-003
10,0.05,7.0,0.2E+06,0.718896598198014,1.735315251565014E-002,8.774254211429217E-003,8.578898304220947E-003,-7.487887967515281E-003
10,0.05,7.5,0.2E+06,0.765884081616934,1.822978188888234E-002,9.933009528292194E-003,8.296772360590140E-003,-8.341048974145370E-003
10,0.05,8.5,0.2E+06,0.855866888244862,2.038973606782014E-002,1.273572261417148E-002,7.654013453648644E-003,-1.026937629062288E-002
10,0.05,9.0,0.2E+06,0.898302037269463,2.172261859346790E-002,1.443222506853653E-002,7.290393524931373E-003,-1.135211664344297E-002
10,0.05,9.5,0.2E+06,0.938437375998319,2.328354106600292E-002,1.638653085854239E-002,6.897010207460526E-003,-1.251303833060416E-002
10,0.05,10.0,0.2E+06,0.975872617254780,2.509828712080658E-002,1.862782302784158E-002,6.470464092965007E-003,-1.374636798800178E-002
10,0.10,0.0,0.2E+06,4.213562734400184E-011,1.268982545859811E-002,2.320599251857769E-003,1.036922620674035E-002,2.891265352134020E-012
10,0.10,1.0,0.2E+06,0.106175917701000,1.276433797563470E-002,2.430023880114216E-003,1.033431409552049E-002,-8.237548115165427E-004
10,0.10,2.0,0.2E+06,0.212018235590034,1.299961594077040E-002,2.771729402689624E-003,1.022788653808078E-002,-1.678720909267108E-003
10,0.10,3.0,0.2E+06,0.317188659343335,1.340766572209311E-002,3.359794527740880E-003,1.004787119435223E-002,-2.596142384025218E-003
10,0.10,4.0,0.2E+06,0.421268167044370,1.401040484235806E-002,4.217037406272571E-003,9.793367436085484E-003,-3.612506651977861E-003
10,0.10,5.0,0.2E+06,0.523770349672888,1.484004162477095E-002,5.377392106852306E-003,9.462649517918642E-003,-4.764749577331306E-003
10,0.10,5.5,0.2E+06,0.574228438932973,1.535605637337471E-002,6.089664805359808E-003,9.266391568014910E-003,-5.406254077819818E-003
10,0.10,6.0,0.2E+06,0.624021289979957,1.595002409876622E-002,6.901251912118864E-003,9.048772186647347E-003,-6.100377264099411E-003
10,0.10,6.5,0.2E+06,0.673045293860417,1.663081485563896E-002,7.821620072983412E-003,8.809194782655532E-003,-6.850920682135869E-003
10,0.10,7.0,0.2E+06,0.721163521725490,1.740982280403834E-002,8.863378831733132E-003,8.546443972305227E-003,-7.664579247842634E-003
10,0.10,7.5,0.2E+06,0.768200908113670,1.830260462874229E-002,1.004386886626200E-002,8.258735762480297E-003,-8.547449268663715E-003
10,0.10,8.5,0.2E+06,0.858103022083498,2.051357711127978E-002,1.291254144459164E-002,7.601035666688159E-003,-1.054796170667679E-002
10,0.10,9.0,0.2E+06,0.900353313953469,2.188749766063733E-002,1.466003852317313E-002,7.227459137464221E-003,-1.167334913231276E-002
10,0.10,9.5,0.2E+06,0.940143423269379,2.350558109829709E-002,1.668372895280645E-002,6.821852145490655E-003,-1.288100122923668E-002
10,0.10,10.0,0.2E+06,0.976998643906429,2.540309978400015E-002,1.902277282767362E-002,6.380326956326557E-003,-1.416247068341181E-002
10,0.15,0.0,0.2E+06,1.024902461076865E-011,1.269660641679624E-002,2.342191736160586E-003,1.035441468063566E-002,-3.119289548880744E-012
10,0.15,1.0,0.2E+06,0.106809054735992,1.277207106889484E-002,2.453056907358309E-003,1.031901416153653E-002,-8.437784679330108E-004
10,0.15,2.0,0.2E+06,0.213279051298495,1.301016052292196E-002,2.799168958664256E-003,1.021099156425770E-002,-1.721597382783564E-003
10,0.15,3.0,0.2E+06,0.319066618473328,1.342335430007438E-002,3.395230637000830E-003,1.002812366307355E-002,-2.667384021888312E-003
10,0.15,4.0,0.2E+06,0.423739562249152,1.403466945371801E-002,4.265535099854424E-003,9.769134353863587E-003,-3.720917954368186E-003
10,0.15,5.0,0.2E+06,0.526794163005097,1.487798644161821E-002,5.446282822794038E-003,9.431703618824170E-003,-4.922276115710756E-003
10,0.15,5.5,0.2E+06,0.577503070070572,1.540357764270447E-002,6.172575399768128E-003,9.231002242936348E-003,-5.594132740560183E-003
10,0.15,6.0,0.2E+06,0.627522035413875,1.601017936246945E-002,7.002204098288063E-003,9.007975264181381E-003,-6.322735785026865E-003
10,0.15,6.5,0.2E+06,0.676731701780351,1.670779534872298E-002,7.946091365507696E-003,8.761703983215291E-003,-7.113798299904271E-003
10,0.15,7.0,0.2E+06,0.724989525124289,1.750899833825019E-002,9.018168033856633E-003,8.490830304393562E-003,-7.973102449055799E-003
10,0.15,7.5,0.2E+06,0.772093033779934,1.843086758790487E-002,1.023767188464665E-002,8.193195703258216E-003,-8.909274445760984E-003
10,0.15,8.5,0.2E+06,0.861791483201751,2.073649139893095E-002,1.322807273575671E-002,7.508418663174239E-003,-1.103879014830409E-002
10,0.15,9.0,0.2E+06,0.903652905055113,2.218758398279097E-002,1.507126724717854E-002,7.116316735612435E-003,-1.224195067403228E-002
10,0.15,9.5,0.2E+06,0.942739176607050,2.391677372697351E-002,1.722881846700905E-002,6.687955259964461E-003,-1.353309061480207E-002
10,0.15,10.0,0.2E+06,0.978388158039428,2.597916236852674E-002,1.976113779423511E-002,6.218024574291638E-003,-1.489921341110064E-002
10,0.20,0.0,0.2E+06,-9.721647423709123E-012,1.270679480321908E-002,2.373197588187033E-003,1.033359721503204E-002,1.207843720874013E-012
10,0.20,1.0,0.2E+06,0.107718069279741,1.278360818942981E-002,2.486115741954440E-003,1.029749244747536E-002,-8.729851671506091E-004
10,0.20,2.0,0.2E+06,0.215090225054034,1.302582880557896E-002,2.838660603078118E-003,1.018716820250085E-002,-1.784255864110693E-003
10,0.20,3.0,0.2E+06,0.321763686296653,1.344657505401269E-002,3.446360277442063E-003,1.000021477657063E-002,-2.772018434146992E-003
10,0.20,4.0,0.2E+06,0.427288298907496,1.407047376892114E-002,4.335794962139046E-003,9.734678806782089E-003,-3.881067082806832E-003
10,0.20,5.0,0.2E+06,0.531134028159943,1.493409118186508E-002,5.546701019343583E-003,9.387390162521488E-003,-5.156402835449880E-003
10,0.20,5.5,0.2E+06,0.582200952591479,1.547407302407997E-002,6.293899276058952E-003,9.180173748021015E-003,-5.874020899707070E-003
10,0.20,6.0,0.2E+06,0.632537609325823,1.609980270663763E-002,7.150711883153790E-003,8.949090823483843E-003,-6.655325169911787E-003
10,0.20,6.5,0.2E+06,0.682003188760740,1.682316167289037E-002,8.130488597609786E-003,8.692673075280592E-003,-7.508155091516757E-003
10,0.20,7.0,0.2E+06,0.730438244701128,1.765855500919848E-002,9.249147233756916E-003,8.409407775441576E-003,-8.438387404668487E-003
10,0.20,7.5,0.2E+06,0.777601957458281,1.862698384234197E-002,1.053069946782084E-002,8.096284374521125E-003,-9.456570065222960E-003
10,0.20,8.5,0.2E+06,0.866828362029260,2.108894046330774E-002,1.372076403703994E-002,7.368176426267804E-003,-1.178867643569419E-002
10,0.20,9.0,0.2E+06,0.907930051587443,2.267386036422998E-002,1.572831303820220E-002,6.945547326027802E-003,-1.311431222577501E-002
10,0.20,9.5,0.2E+06,0.945624440596895,2.460417949179761E-002,1.812645341798069E-002,6.477726073816916E-003,-1.453970035272040E-002
10,0.20,10.0,0.2E+06,0.978811182274154,2.698534526659757E-002,2.102859951910988E-002,5.956745747487673E-003,-1.603619386510462E-002
10,0.25,0.0,0.2E+06,3.511376302570146E-013,1.272112718757119E-002,2.414441475872317E-003,1.030668571169888E-002,1.738650889926419E-012
10,0.25,1.0,0.2E+06,0.108927720405397,1.279972261264514E-002,2.530105565915003E-003,1.026961704673014E-002,-9.126865182413034E-004
10,0.25,2.0,0.2E+06,0.217501245205301,1.304756776356659E-002,2.891334803041886E-003,1.015623296052470E-002,-1.869731512165906E-003
10,0.25,3.0,0.2E+06,0.325353071291718,1.347864942231600E-002,3.514826447050834E-003,9.963822975265159E-003,-2.915885420046488E-003
10,0.25,4.0,0.2E+06,0.432012042661302,1.411988804920055E-002,4.430468058901901E-003,9.689419990298652E-003,-4.102788798985203E-003
10,0.25,5.0,0.2E+06,0.536906843903847,1.501180633283665E-002,5.683203710856365E-003,9.328602621980280E-003,-5.483214419094158E-003
10,0.25,5.5,0.2E+06,0.588443801627222,1.557237680452826E-002,6.460016929363536E-003,9.112359875164736E-003,-6.266276790807088E-003
10,0.25,6.0,0.2E+06,0.639188709168179,1.622534664797045E-002,7.355340889461957E-003,8.870005758508494E-003,-7.124096799110299E-003
10,0.25,6.5,0.2E+06,0.688971772346900,1.698649217170323E-002,8.387467837300377E-003,8.599024334402842E-003,-8.066418404309265E-003
10,0.25,7.0,0.2E+06,0.737595287459796,1.787329492033866E-002,9.575779925349220E-003,8.297514994989453E-003,-9.101044948528239E-003
10,0.25,7.5,0.2E+06,0.784755229121528,1.891384949552362E-002,1.095240116499656E-002,7.961448330527072E-003,-1.024073304915434E-002
10,0.25,8.5,0.2E+06,0.872891505516295,2.163609192935752E-002,1.447137256539627E-002,7.164719363961241E-003,-1.288110330626500E-002
10,0.25,9.0,0.2E+06,0.912408997451498,2.346209153300149E-002,1.677203816791026E-002,6.690053365091235E-003,-1.439785450009048E-002
10,0.25,9.5,0.2E+06,0.947140631284321,2.578595734200406E-002,1.963360391254715E-002,6.152353429456913E-003,-1.602659577134520E-002
10,0.25,10.0,0.2E+06,0.974860399609341,2.884266862133450E-002,2.330409290329508E-002,5.538575718039417E-003,-1.768284772307273E-002
10,0.30,0.0,0.2E+06,2.675659173390077E-013,1.274057534817298E-002,2.467028701906402E-003,1.027354664626658E-002,-1.338660085559162E-012
10,0.30,1.0,0.2E+06,0.110474035348195,1.282150229110504E-002,2.586289579302080E-003,1.023521271180296E-002,-9.647569788508855E-004
10,0.30,2.0,0.2E+06,0.220582925945449,1.307674054747692E-002,2.958804142278421E-003,1.011793640519850E-002,-1.982604519754403E-003
10,0.30,3.0,0.2E+06,0.329943909341954,1.352153421703264E-002,3.603067218419477E-003,9.918466998613163E-003,-3.107284991522705E-003
10,0.30,4.0,0.2E+06,0.438053979354285,1.418588607311596E-002,4.553335183951724E-003,9.632550889164235E-003,-4.400853125250861E-003
10,0.30,5.0,0.2E+06,0.544282773406007,1.511651495824054E-002,5.862790131937100E-003,9.253724826303433E-003,-5.927507620378614E-003
10,0.30,5.5,0.2E+06,0.596402074692150,1.570601026327040E-002,6.680822386769009E-003,9.025187876501381E-003,-6.803666187236638E-003
10,0.30,6.0,0.2E+06,0.647641481604892,1.639821750619366E-002,7.631248856816902E-003,8.766968649376754E-003,-7.770614757362711E-003
10,0.30,6.5,0.2E+06,0.697778597865377,1.721403168702591E-002,8.738347832596957E-003,8.475683854428947E-003,-8.841600991577372E-003
10,0.30,7.0,0.2E+06,0.746532166196405,1.817973118120990E-002,1.003246257089002E-002,8.147268610319879E-003,-1.002977386620314E-002
10,0.30,7.5,0.2E+06,0.793480645983893,1.933622493452930E-002,1.156048169755851E-002,7.775743236970806E-003,-1.135097601047513E-002
10,0.30,8.5,0.2E+06,0.879006933499817,2.252665854618988E-002,1.566202218038672E-002,6.864636365803165E-003,-1.446897278942124E-002
10,0.30,9.0,0.2E+06,0.914832040587691,2.484846697648369E-002,1.855304743580299E-002,6.295419540680670E-003,-1.628293116748014E-002
10,0.30,9.5,0.2E+06,0.942254237510503,2.807403582736548E-002,2.244978002586528E-002,5.624255801500199E-003,-1.818169131334898E-002
10,0.30,10.0,0.2E+06,0.954856170435763,3.293783686856280E-002,2.810576505807863E-002,4.832071810484153E-003,-1.977278270043907E-002
10,0.35,0.0,0.2E+06,-1.155226522081554E-012,1.276651550030174E-002,2.532606152938526E-003,1.023390934736321E-002,-7.747205654773381E-013
10,0.35,1.0,0.2E+06,0.112406380682084,1.285048864468873E-002,2.656468716753585E-003,1.019401992793515E-002,-1.031972715200588E-003
10,0.35,2.0,0.2E+06,0.224435119994461,1.311546669207635E-002,3.043544136359763E-003,1.007192255571659E-002,-2.129506683900038E-003
10,0.35,3.0,0.2E+06,0.335684775798842,1.357825774281070E-002,3.714735216961147E-003,9.863522525849554E-003,-3.359264134747582E-003
10,0.35,4.0,0.2E+06,0.445609934584478,1.427323727748746E-002,4.710359212535230E-003,9.562878064952225E-003,-4.798548222807218E-003
10,0.35,5.0,0.2E+06,0.553486755898580,1.525658117559308E-002,6.096468184654848E-003,9.160112990938237E-003,-6.530321560638582E-003
10,0.35,5.5,0.2E+06,0.606310196909857,1.588710175169201E-002,6.972517671620437E-003,8.914584080071574E-003,-7.538282101640641E-003
10,0.35,6.0,0.2E+06,0.658106054354385,1.663712234436084E-002,8.003102719356517E-003,8.634019625004333E-003,-8.662997528553623E-003
10,0.35,6.5,0.2E+06,0.708561435417154,1.753679330136932E-002,9.223882711204376E-003,8.312910590164944E-003,-9.923416282921994E-003
10,0.35,7.0,0.2E+06,0.757224911947409,1.863159320264095E-002,1.068867926004607E-002,7.942913942594875E-003,-1.134210097654911E-002
10,0.35,7.5,0.2E+06,0.803350818983905,1.999625868216948E-002,1.248319393445828E-002,7.513064747711205E-003,-1.294755024346451E-002
10,0.35,8.5,0.2E+06,0.881883986651499,2.418564627113537E-002,1.779729182459550E-002,6.388354446539873E-003,-1.683926103530775E-002
10,0.35,9.0,0.2E+06,0.907567998237583,2.774705693713232E-002,2.211370150194196E-002,5.633355435190385E-003,-1.904763089065643E-002
10,0.35,9.5,0.2E+06,0.914317471779141,3.345085083580432E-002,2.871203155061194E-002,4.738819285192352E-003,-2.074007587849994E-002
10,0.35,10.0,0.2E+06,0.891293994261457,4.333802923617074E-002,3.952746480208459E-002,3.810564434086144E-003,-1.900794393458318E-002
10,0.40,0.0,0.2E+06,-1.368442684472268E-010,1.280102944304674E-002,2.613490555323518E-003,1.018753888772322E-002,-6.282993396389269E-011
10,0.40,1.0,0.2E+06,0.114795054960314,1.288895200004663E-002,2.743251888947281E-003,1.014570011109935E-002,-1.118321606319411E-003
10,0.40,2.0,0.2E+06,0.229198692053429,1.316658022792200E-002,3.148899509888111E-003,1.001768071803389E-002,-2.320240446445888E-003
10,0.40,3.0,0.2E+06,0.342784813840033,1.365299294482494E-002,3.854886021024302E-003,9.798106923800632E-003,-3.691958403647839E-003
10,0.40,4.0,0.2E+06,0.454954851353449,1.438893652605404E-002,4.910380219582105E-003,9.478556306471935E-003,-5.332889659425915E-003
10,0.40,5.0,0.2E+06,0.564841747656324,1.544557383623254E-002,6.401427367287715E-003,9.044146468944818E-003,-7.356472021418405E-003
10,0.40,5.5,0.2E+06,0.618469525502866,1.613696696049555E-002,7.362874182711837E-003,8.774092777783715E-003,-8.558496889303489E-003
10,0.40,6.0,0.2E+06,0.670804539141753,1.697827501922413E-002,8.518294634592111E-003,8.459980384632025E-003,-9.920650821329972E-003
10,0.40,6.5,0.2E+06,0.721314553086654,1.802303083831640E-002,9.932485407577740E-003,8.090545430738670E-003,-1.147643718999897E-002
10,0.40,7.0,0.2E+06,0.769073182264258,1.936697494811160E-002,1.171929364898122E-002,7.647681299130372E-003,-1.327221952117267E-002
10,0.40,7.5,0.2E+06,0.812372243138429,2.118930660748509E-002,1.408555538362855E-002,7.103751223856550E-003,-1.536394200491896E-002
10,0.40,8.5,0.2E+06,0.870058411383591,2.795990145739589E-002,2.239636642402969E-002,5.563535033366220E-003,-2.033302353878754E-002
10,0.40,9.0,0.2E+06,0.870439216594065,3.453391893099723E-002,2.992415637019490E-002,4.609762560802336E-003,-2.187443009323575E-002
10,0.40,9.5,0.2E+06,0.831724109102311,4.444105401384391E-002,4.060266746969883E-002,3.838386544145052E-003,-1.879976396430412E-002
10,0.40,10.0,0.2E+06,0.627420233578201,6.682199329741957E-002,6.267847786289897E-002,4.143515434520603E-003,4.039851659184461E-003
10,0.45,0.0,0.2E+06,2.995452023793824E-009,1.284692951078982E-002,2.712921253637222E-003,1.013400825715259E-002,6.066814099703333E-010
10,0.45,1.0,0.2E+06,0.117737768114151,1.293995888848651E-002,2.850188158632095E-003,1.008977072985441E-002,-1.230171868785018E-003
10,0.45,2.0,0.2E+06,0.235071828788496,1.323410710885539E-002,3.279699616201133E-003,9.954407492654258E-003,-2.570557061420980E-003
10,0.45,3.0,0.2E+06,0.351547945160636,1.375185424093969E-002,4.031139056269867E-003,9.720715184669826E-003,-4.137235183341960E-003
10,0.45,4.0,0.2E+06,0.466485906710761,1.454370822558764E-002,5.166812806576215E-003,9.376895419011422E-003,-6.065537257102962E-003
10,0.45,5.0,0.2E+06,0.578776432175737,1.570816424674455E-002,6.809770583867981E-003,8.898393662876558E-003,-8.522652481223796E-003
10,0.45,5.5,0.2E+06,0.633236971016211,1.649823453361361E-002,7.906938298201348E-003,8.591296235412273E-003,-1.002544573625154E-002
10,0.45,6.0,0.2E+06,0.685796264554064,1.750601017396560E-002,9.285255415583289E-003,8.220754758382319E-003,-1.177517146296017E-002
10,0.45,6.5,0.2E+06,0.735266285611436,1.885482765215611E-002,1.109356933995520E-002,7.761258312200913E-003,-1.384191168772980E-002
10,0.45,7.0,0.2E+06,0.779042457203215,2.081797046968931E-002,1.365299689478471E-002,7.164973574904593E-003,-1.632759367512951E-002
10,0.45,7.5,0.2E+06,0.812808033465993,2.384851584041904E-002,1.745524800012606E-002,6.393267840292993E-003,-1.922093352231822E-002
10,0.45,8.5,0.2E+06,0.827716479765470,3.574374190408647E-002,3.122279858901235E-002,4.520943315074136E-003,-2.306942308380648E-002
10,0.45,9.0,0.2E+06,0.809541968308430,4.518506284383789E-002,4.132066498057799E-002,3.864397863259911E-003,-2.023564718058348E-002
10,0.45,9.5,0.2E+06,0.813354123815329,5.716217655889164E-002,5.373787248452375E-002,3.424304074367904E-003,-1.515186058572282E-002
10,0.45,10.0,0.2E+06,0.731247583040189,7.853855599870509E-002,7.538814508648420E-002,3.150410912220896E-003,6.355113125655579E-003
10,0.50,0.0,0.2E+06,-8.470770742827205E-013,1.290812735086131E-002,2.835403883089647E-003,1.007272346777166E-002,-2.750421418395987E-013
10,0.50,1.0,0.2E+06,0.121377781275990,1.300796317616238E-002,2.982473782974624E-003,1.002548939318775E-002,-1.377443766929378E-003
10,0.50,2.0,0.2E+06,0.242345358417578,1.332426161759431E-002,3.443287949117274E-003,9.880973668477034E-003,-2.906057292203455E-003
10,0.50,3.0,0.2E+06,0.362417105840748,1.388478533783924E-002,4.255298752423611E-003,9.629486585415627E-003,-4.749592460505440E-003
10,0.50,4.0,0.2E+06,0.480786409861636,1.475635221225913E-002,5.503142384006423E-003,9.253209828252704E-003,-7.107424392127706E-003
10,0.50,5.0,0.2E+06,0.595807611685107,1.609927886092909E-002,7.391534070247542E-003,8.707744790681531E-003,-1.026139703342389E-002
10,0.50,5.5,0.2E+06,0.650722955644940,1.708476698841239E-002,8.749292428187054E-003,8.335474560225337E-003,-1.228913913864565E-002
10,0.50,6.0,0.2E+06,0.701705950659694,1.850723009498807E-002,1.066133482635083E-002,7.845895268637234E-003,-1.478300065076172E-002
10,0.50,6.5,0.2E+06,0.744546612011489,2.079926407287178E-002,1.362458410268935E-002,7.174679970182425E-003,-1.788650792417357E-002
10,0.50,7.0,0.2E+06,0.775193576346536,2.437134346827734E-002,1.804707802464066E-002,6.324265443636673E-003,-2.130310900318193E-002
10,0.50,7.5,0.2E+06,0.789725303122579,2.965242310111868E-002,2.427723545392634E-002,5.375187647192347E-003,-2.409001462615019E-002
10,0.50,8.5,0.2E+06,0.756153478174650,4.722586388787364E-002,4.335221849225579E-002,3.873645395617858E-003,-1.891896385378362E-002
10,0.50,9.0,0.2E+06,0.698684682231435,5.622344935751829E-002,5.233025748998118E-002,3.893191867537111E-003,-1.108002564533691E-002
10,0.50,9.5,0.2E+06,0.691474759213200,7.038899757781458E-002,6.674849602657304E-002,3.640501551241550E-003,-4.485559903464817E-004
10,0.50,10.0,0.2E+06,0.613063002046400,8.595826866537790E-002,8.209869646838000E-002,3.859572196997894E-003,1.399293982487013E-002
10,0.55,0.0,0.2E+06,-9.605159549674891E-013,1.299039913812541E-002,2.987683783324788E-003,1.000271535480062E-002,-3.572350748548558E-013
10,0.55,1.0,0.2E+06,0.125933350969916,1.309970250074493E-002,3.147961797704789E-003,9.951740703040144E-003,-1.576376502501484E-003
10,0.55,2.0,0.2E+06,0.251464686234659,1.344674313163556E-002,3.651204547319226E-003,9.795538584316338E-003,-3.371342849918675E-003
10,0.55,3.0,0.2E+06,0.376079220813905,1.406844963904950E-002,4.547233644201228E-003,9.521215994848271E-003,-5.631227004804576E-003
10,0.55,4.0,0.2E+06,0.498740552674865,1.506692628632062E-002,5.967336685471527E-003,9.099589600849089E-003,-8.685153863323072E-003
10,0.55,5.0,0.2E+06,0.616037608189487,1.679687712147594E-002,8.363562732836533E-003,8.433314388639411E-003,-1.315065087177531E-002
10,0.55,5.5,0.2E+06,0.667461015635641,1.846637106581881E-002,1.056818129194828E-002,7.898189773870534E-003,-1.638529527001468E-002
10,0.55,6.0,0.2E+06,0.708534042551417,2.121355306091025E-002,1.404898237865735E-002,7.164570682252899E-003,-2.027798661925360E-002
10,0.55,6.5,0.2E+06,0.736508320557658,2.532884797615492E-002,1.906317588216198E-002,6.265672093992928E-003,-2.407284185417185E-002
10,0.55,7.0,0.2E+06,0.748312798172124,3.113071205567534E-002,2.579735086354144E-002,5.333361192133891E-003,-2.636447606198739E-002
10,0.55,7.5,0.2E+06,0.741420196849451,3.897360793218578E-002,3.441999161806777E-002,4.553616314118007E-003,-2.508371786616374E-002
10,0.55,8.5,0.2E+06,0.670195740650745,6.013887307204842E-002,5.630511363828228E-002,3.833759433766139E-003,-8.011106832316251E-003
10,0.55,9.0,0.2E+06,0.633689833077772,7.219832701247349E-002,6.837101163003079E-002,3.827315382442709E-003,2.641786275498520E-003
10,0.55,9.5,0.2E+06,0.591385788821053,8.465937051546504E-002,8.068615267134049E-002,3.973217844124545E-003,1.285632727567382E-002
10,0.55,10.0,0.2E+06,0.552792101334394,9.823352763525367E-002,9.405103328123035E-002,4.182494354023338E-003,2.236281507481250E-002
10,0.60,0.0,0.2E+06,-3.070102765762028E-014,1.310362146119588E-002,3.181255251036137E-003,9.922366210159739E-003,-2.019738543079797E-013
10,0.60,1.0,0.2E+06,0.131752685075073,1.322610090636948E-002,3.359394458758025E-003,9.866706447611458E-003,-1.856702022916212E-003
10,0.60,2.0,0.2E+06,0.263154393520853,1.361861178702234E-002,3.923357526187218E-003,9.695254260835123E-003,-4.052566929863448E-003
10,0.60,3.0,0.2E+06,0.393669135909130,1.433725531140603E-002,4.947656382762025E-003,9.389598928644003E-003,-6.999609685465076E-003
10,0.60,4.0,0.2E+06,0.521514794273142,1.559143287390229E-002,6.697839987048482E-003,8.893592886853810E-003,-1.140422604388276E-002
10,0.60,5.0,0.2E+06,0.632576184051902,1.895546924891962E-002,1.104065475997804E-002,7.914814488941570E-003,-1.900064193570120E-002
10,0.60,5.5,0.2E+06,0.674682182118584,2.230488941481805E-002,1.512220807425484E-002,7.182681340563215E-003,-2.356254487940712E-002
10,0.60,6.0,0.2E+06,0.702749175394876,2.702904890867420E-002,2.072680915956745E-002,6.302239749106746E-003,-2.733961497092988E-002
10,0.60,6.5,0.2E+06,0.710076112209251,3.340320950773176E-002,2.799185472546656E-002,5.411354782265205E-003,-2.853937016395562E-002
10,0.60,7.0,0.2E+06,0.694111184331926,4.169450288742351E-002,3.699597959320836E-002,4.698523294215143E-003,-2.481801457829932E-002
10,0.60,7.5,0.2E+06,0.663116521306264,5.165735494299678E-002,4.739537472445192E-002,4.261980218544866E-003,-1.618510506628663E-002
10,0.60,8.5,0.2E+06,0.597069021173183,7.259129579079218E-002,6.852027901184443E-002,4.071016778947743E-003,2.870178045832124E-003
10,0.60,9.0,0.2E+06,0.568523467221505,8.347851640284175E-002,7.934314886491016E-002,4.135367537931590E-003,1.153605434962461E-002
10,0.60,9.5,0.2E+06,0.545405110081310,9.460557801547090E-002,9.035650316220131E-002,4.249074853269588E-003,1.920515218320132E-002
10,0.60,10.0,0.2E+06,0.527584481535299,0.105898342030853,0.101504889282294,4.393452748559365E-003,2.593886642777769E-002
10,0.05,0.0,0.3E+06,-3.709506660176665E-012,1.177285392721359E-002,2.008496929302376E-003,9.764356997911216E-003,-7.274111868404987E-013
10,0.05,1.0,0.3E+06,0.106433254327426,1.183992448611511E-002,2.103098667796155E-003,9.736825818318954E-003,-7.489440373567588E-004
10,0.05,2.0,0.3E+06,0.212567459620299,1.205249987817043E-002,2.399682957457456E-003,9.652816920712973E-003,-1.525313143364900E-003
10,0.05,3.0,0.3E+06,0.318097886946584,1.242001750536139E-002,2.910045694096157E-003,9.509971811265231E-003,-2.356390649454723E-003
10,0.05,4.0,0.3E+06,0.422663645709008,1.295880629930281E-002,3.651120692548797E-003,9.307685606754009E-003,-3.273462093559884E-003
10,0.05,5.0,0.3E+06,0.525862787069559,1.369315140239120E-002,4.648670722722868E-003,9.044480679668338E-003,-4.306407455897146E-003
10,0.05,5.5,0.3E+06,0.576782290303161,1.414558269270759E-002,5.257064463092966E-003,8.888518229614619E-003,-4.878983738670132E-003
10,0.05,6.0,0.3E+06,0.627151690965215,1.466199050965142E-002,5.946132949126631E-003,8.715857560524782E-003,-5.494645105546461E-003
10,0.05,6.5,0.3E+06,0.676888805014620,1.524846780399140E-002,6.722395371107581E-003,8.526072432883825E-003,-6.157841625853702E-003
10,0.05,7.0,0.3E+06,0.725890510277813,1.591261734067312E-002,7.594331636257001E-003,8.318285704416117E-003,-6.873373473754709E-003
10,0.05,7.5,0.3E+06,0.774028304549181,1.666537963739502E-002,8.574114505492142E-003,8.091265131902883E-003,-7.647030769112474E-003
10,0.05,8.5,0.3E+06,0.867106024422587,1.848720780875319E-002,1.091106978018457E-002,7.576138028568637E-003,-9.388824103679376E-003
10,0.05,9.0,0.3E+06,0.911653410248045,1.958829111759045E-002,1.230208280838038E-002,7.286208309210041E-003,-1.036601402648724E-002
10,0.05,9.5,0.3E+06,0.954464266416528,2.085573144695840E-002,1.388125287775061E-002,6.974478569207809E-003,-1.141536761028879E-002
10,0.05,10.0,0.3E+06,0.995381327783095,2.228697169041180E-002,1.564824999709580E-002,6.638721693315988E-003,-1.254064889688190E-002
10,0.10,0.0,0.3E+06,6.026986635460085E-013,1.177545208549452E-002,2.019601987024730E-003,9.755850098469788E-003,1.358886961289052E-013
10,0.10,1.0,0.3E+06,0.106811949914916,1.184298755750176E-002,2.114933671374899E-003,9.728053886126863E-003,-7.603809966137652E-004
10,0.10,2.0,0.3E+06,0.213322732830677,1.205703031990856E-002,2.413793603511091E-003,9.643236716397470E-003,-1.549682819207806E-003
10,0.10,3.0,0.3E+06,0.319223923195059,1.242715483308633E-002,2.928217245445721E-003,9.498937587640607E-003,-2.396887212891584E-003
10,0.10,4.0,0.3E+06,0.424150062068853,1.297023629594780E-002,3.675858989586261E-003,9.294377306361540E-003,-3.334782610132937E-003
10,0.10,5.0,0.3E+06,0.527690368353033,1.371124924174744E-002,4.683380829236417E-003,9.027868412511034E-003,-4.395094761779364E-003
10,0.10,5.5,0.3E+06,0.578769978970542,1.416829849372246E-002,5.298532730878672E-003,8.869765762843786E-003,-4.984216286143281E-003
10,0.10,6.0,0.3E+06,0.629287062523427,1.469058946938968E-002,5.996051915983611E-003,8.694537553406082E-003,-5.619082339046835E-003
10,0.10,6.5,0.3E+06,0.679158904198382,1.528459019933049E-002,6.783052195912034E-003,8.501538003418452E-003,-6.303816038278029E-003
